"ID","Language","Concept","Definition","See","See also","Source","Input/Edit"
,"English","Preferred name","The name for an entity chosen according to rules or standards, used as the basis for constructing an authorized access point for the entity.",,"Authorized access point [RT], Authorized form of name [RT], Conventional name [RT], Name [BT]","IME ICC",20090805
,"Albanian","Emër i preferuar","Emër i një entiteti i zgjedhur sipas rregullave ose standardeve, i përdorur si bazë për ndërtimin e një pike hyrëse të autorizuar për entitetin.",,"Emër [BT], Emër konvencional [RT], Formë e autorizuar e emrit [RT], Pikë hyrëse e autorizuar [RT]",,20090811
,"Arabic","الاسم المفضل","اسم الكيان الذي تم اختياره بناء على قواعد ومعايير، وتم استخدامه لإنشاء نقطة الوصول المقننة للكيان.",,"نقطة الوصول المقننة [RT]، الشكل المقنن للاسم [RT]، الاسم الشائع أو الاصطلاحي [RT]، الاسم [BT]",,20090805
,"Bulgarian","Предпочетено име (наименование)","Името (наименованието) на обект, избрано в съответствие с правила и стандарти, използвано като основа за съставяне на установената точка за достъп за обекта.",,"Установена точка за достъп [А], Установена форма на име (наименование) [А], Общоприето име (наименование) [А], Име (наименование) [ВТ]",,20100810
,"Catalan","Nom preferit","Nom d’una entitat triat segons unes regles o uns estàndards, utilitzat com a base per elaborar el punt d’accés autoritzat de l’entitat.",,"Forma autoritzada del nom [TR], Nom [TG], Nom convencional [TR], Punt d’accés autoritzat [TR]",,20100809
,"Chinese","首选名称","根据规则或标准选择的一个实体的名称，用来作为建立该实体规范检索点的基础。

",,"规范检索点 [RT]，名称的规范形式 [RT]，惯用名称 [RT]，名称[BT]",,20090805
,"Croatian","Izabrano ime","Ime entiteta izabrano prema pravilima ili standardima kojem se daje prednost pri izradi usvojene pristupnice entiteta.",,"Ime [ŠP], Uobičajeno ime [SP], Usvojena pristupnica [SP], Usvojeni oblik imena [SP]",,20090812
,"Czech","Preferované jméno","jméno entity vybrané podle pravidel či standardů a použité jako základ pro stanovení autorizovaného selekčního údaje pro entitu.",,"Autorizovaný selekční údaj [RT], Autorizovaná forma jména [RT], Konvenční jméno [RT], Jméno [BT]",,20090812
,"Finnish","Ensisijainen nimi","Sääntöjen tai standardien mukaan valittu entiteetin nimi, jota käytetään perustana muodostettaessa entiteetin auktorisoitu hakutieto.",,"Auktorisoitu hakutieto [RT], Vakiintunut nimi [RT], Nimi [BT]",,20100810
,"French","Nom privilégié","Nom d'une entité choisi selon des règles ou des normes, sur lequel on s'appuie pour construire le point d'accès autorisé pour cette entité.",,"Forme autorisée d'un nom [TA], Nom [TG], Nom conventionnel [TA], Point d'accès autorisé [TA]",,20090805
,"German","Bevorzugter Name","Der Name einer Entität, der gemäß Regeln und Standards ausgewählt wurde, und als Grundlage für die Bildung der Ansetzungsform des Sucheinstiegs für die Entität verwendet wird.",,"Ansetzungsform des Sucheinstiegs [VB], Gebräuchlicher Name [VB], Name [OB]",,20090812
,"Italian","Nome preferito","Nome di un’entità scelto in base a regole o standard, impiegato come base per la costruzione di un punto di accesso autorizzato per quella entità.",,"Punto di accesso autorizzato [RT], Forma autorizzata del nome [RT], Nome convenzionale [RT], Nome [BT]",,20090812
,"Japanese","優先される名称","規則または基準に従って選択され、その実体に対する典拠形アクセスポイントを作成する基礎として用いられる、実体の名称。　　",,"慣用名［RT］、典拠形アクセスポイント［RT］、名称［BT］、名称の典拠形［RT］　",,20090805
,"Korean","채택된 이름","규칙이나 표준에 따라 선정된 개체에 대한 이름으로서 개체에 대한 전거형 접근점을 구성하는 데 기초로 사용된다.",,"전거형 접근점 (Authorized access point) [RT], 전거형 이름 (Authorized form of name) [RT], 관용명 (Conventional name) [RT], 이름 (Name) [BT]도 보라",,20090805
,"Latvian","Prioritārais personvārds/nosaukums","entītijas personvārds/ nosaukums, kas izraudzīts atbilstoši noteikumiem vai standartiem, kurus izmanto entītijas autorizētā piekļuves punkta izveidē.",,"Autorizētais piekļuves punkts [ST], Personvārda/nosaukuma autorizētā forma [ST], Vispārpieņemtais personvārds/nosaukums [ST], Personvārds/nosaukums [PT]",,20090813
,"Lithuanian","Prioritetinis vardas","entiteto vardas, pasirinktas pagal taisykles arba standartus
ir vartojamas kaip pagrindas sudarant aprobuotą kreipties elementą entitetui.",,"Aprobuota vardo forma [SJT], Aprobuotas kreipties elementas [SJT],
Sutartinis vardas [SJT], Vardas [PT]",,20100809
,"Polish","Przyjęta nazwa","nazwa jednostki wybrana zgodnie z przepisami i standardami, stosowana jako podstawa do utworzenia ujednoliconego punktu
dostępu do jednostki.",,"Ujednolicony punkt dostępu [TZ], Ujednolicona forma nazwy
[TZ], Nazwa zwyczajowa [TZ], Nazwa [TS]",,20100810
,"Portuguese","Nome preferido","Nome de uma entidade escolhido de acordo com regras e normas, usado como base para construir um ponto de acesso autorizado para a entidade.",,"Forma autorizada de nome [TR], Nome [TG], Nome convencional [TR], Ponto de acesso autorizado [TR]",,20090812
,"Russian","Предпочтительное имя (наименование)","имя (наименование) объекта,  выбранное в соответствии с правилами или стандартами и используемое в качестве основы для формирования авторитетной точки доступа  к объекту.",,"Авторитетная точка доступа [СТ], Авторитетная форма имени [СТ], Имя (наименование) [БШТ], Общепринятое имя (наименование) [СТ]",,20090805
,"Slovak","Preferované meno","meno entity vybrané podľa pravidiel alebo štandardov a použité ako základ pre stanovenie autorizovaného selekčného údaja pre entitu.",,"Autorizovaný selekčný údaj [RT], Autorizovaná forma mena [RT], Konvenčné meno [RT], Meno [BT]",,20090805
,"Slovene","Izbrano ime","ime entitete, izbrano na podlagi pravil in standardov, ki služi kot osnova za oblikovanje normativne vstopne točke do entitete.",,"Ime (ŠP), Konvencionalno ime (SP), Normativna oblika imena (SP), Normativna vstopna točka (SP)",,20090813
,"Spanish","Nombre preferido","El nombre de una entidad elegida según las reglas o normas usadas como la base para la construcción de un punto de acceso autorizado para dicha entidad.",,"Nombre [TG], Nombre convencional [TR], Punto de acceso autorizado [TR]","IME ICC propuesto",20090805
,"Swedish","Föredraget namn","Det entitetsnamn som valts i enlighet med regler eller standarder, för att utgöra grunden för den auktoriserade sökingång som skapas för entiteten.",,"Auktoriserad namnform [RT], Auktoriserad sökingång [RT], Konventionellt namn [RT], Namn [ÖT]",,20090813
,"Thai","ชื่อที่ให้ความสำคัญ","ชื่อสำหรับเอนทิตีที่ได้รับการเลือกตามกฎหรือมาตรฐาน ใช้เป็น
	พื้นฐานในการสร้างจุดเข้าถึงที่กำหนดให้ใช้ได้สำหรับเอนทิตี
",,"จุดเข้าถึงที่กำหนดให้ใช้ได้ [RT], รูปแบบชื่อที่กำหนดให้ใช้ได้ [RT], ชื่อที่เป็นที่นิยม [RT], ชื่อ [BT]",,20090805
,"Vietnamese","Tên ưu tiên","Tên gọi cho một thực thể được lựa chọn dựa trên quy tắc hay tiêu chuẩn, sử dụng làm cơ sở để xây dựng điểm truy cập được phép tới một thực thể.",,"Điểm truy cập được phép [Thuật ngữ liên quan], Dạng được phép của tên [Thuật ngữ liên quan], Tên thông thường [Thuật ngữ liên quan], Tên [Thuật ngữ rộng]",,20090813
,,,,,,,
,"English","Relationship","A specific connection between entities or their instances.",,,"based on FRBR",20090805
,"Albanian","Lidhshmëri","Marrëdhënie specifike ndërmjet entiteteve.",,,"bazuar në FRBR",20090811
,"Arabic","علاقة","صلة معينة بين الكيانات أو مثيلاتها.",,,,20090805
,"Bulgarian","Връзка","Специфично отношение между обектите и техните проявления.",,,"на основата на FRBR",20100810
,"Catalan","Relació","Enllaç específic entre entitats o les seves exemplificacions.",,,"basat en FRBR",20100809
,"Chinese","关系","实体之间或其实例之间的特定连接。",,,"据FRBR",20090805
,"Croatian","Odnos","Posebna veza između entiteta.",,,"temelji se na FRBR-u",20090812
,"Czech","Vztah","specifické spojení mezi entitami či jejich instancemi.",,,"založeno na FRBR",20090812
,"Finnish","Suhde","Entiteettien tai niitä edustavien esimerkkien välinen tarkoin määritelty suhde.",,,"perustuu FRBRään",20100810
,"French","Relation","Lien spécifique entre des entités ou leurs instances.",,,"fondée sur FRBR",20090805
,"German","Beziehung","Eine bestimmte Verbindung zwischen Entitäten oder ihren Instanzen.",,,"basierend auf FRBR",20090812
,"Italian","[no term provided]",,,,,20090805
,"Japanese","関連","実体間または実体のインスタンス間の特定の結びつき。",,,"FRBRに基づく",20090805
,"Korean","관계","개체와 그 사례 간의 특수한 연관성",,,"FRBR 을 기초로",20090805
,"Latvian","Attiecība","konkrēta saistība starp entītijām vai to piemēriem.",,,"pamatojas uz FRBR",20090813
,"Lithuanian","Santykis","specifinis ryšys tarp entitetų ir jų pavyzdžių.",,,"remiantis FRBR",20100809
,"Polish","Relacja","określony związek pomiędzy jednostkami lub ich wystąpieniami.",,,"oparte na FRBR",20100810
,"Portuguese","Relação","Ligação específica entre duas entidades ou suas instâncias.",,,"baseado em FRBR",20090812
,"Russian","Связь","особые отношения между объектами или их
   проявлениями.",,,"основано на FRBR",20090805
,"Slovak","Vzťah","špecifické spojenie medzi entitami alebo ich inštanciami.",,,"založené na FRBR",20090805
,"Slovene","Odnos","specifična povezava med entitetami ali njihovimi primerki.",,,"temelji na FRBR",20090813
,"Spanish","Relación","Una conexión específica entre entidades o  sus ejemplicaciones.",,,"basado en FRBR",20090805
,"Swedish","Relation","En specifik koppling mellan entiteter eller instanser av entiteter.",,,"baserat på FRBR",20090813
,"Thai","ความสัมพันธ์","การเชื่อมโยงเฉพาะระหว่างเอนทิตีหรือตัวแทนของเอนทิตี",,,"มาจาก FRBR",20090805
